idx,variant,dataset_name,question_id,question,gold_answer,pred_answer,raw_output,has_answer_tag
4415,standard,timeqa_split_hard_train,/wiki/Andrea_Fortunato#P54_hard_1,Andrea Fortunato played for which team after Sep 1993?,Unknown,Unknown,<answer> Unknown </answer>,True
4416,standard,timeqa_split_hard_train,/wiki/Georg_Margreitter#P54_hard_3,Which team did the player Georg Margreitter belong to between May 2011 and Dec 2011?,Austria Vienna,,<after> Austria Vienna </after>,False
4417,standard,timeqa_split_hard_train,/wiki/John_McAfee#P108_hard_5,What was the name of the employer John McAfee work for between Mar 1988 and Jul 1988?,McAfee Associates,McAfee Associates,<answer> McAfee Associates </answer>,True
4418,standard,timeqa_split_hard_train,/wiki/Roberto_Losada#P54_hard_3,Which team did the player Roberto Losada belong to between Feb 2005 and Jul 2006?,Real Valladolid UD Las Palmas,Real Valladolid,<answer> Real Valladolid </answer>,True
4419,standard,timeqa_split_hard_train,/wiki/Arvid_Posse#P39_hard_2,Which position did Arvid Posse hold in Jun 1880?,member of the Second Chamber,Speaker,<answer> Speaker </answer>,True
4420,standard,timeqa_split_hard_train,/wiki/German_Historical_Institute_Paris#P1037_hard_5,Who was the director or manager of German Historical Institute Paris between Apr 2013 and Dec 2013?,Thomas Maissen,Thomas Maissen,<answer> Thomas Maissen </answer>,True
4421,standard,timeqa_split_hard_train,/wiki/League_Park#P466_hard_2,Who occupied League Park between Dec 1935 and Jan 1936?,Case Tech,Case Tech,<answer> Case Tech </answer>,True
4422,standard,timeqa_split_hard_train,/wiki/Joseph_Wedderburn#P69_hard_2,Which school did Joseph Wedderburn go to in Jan 1903?,University of Leipzig,,University of Edinburgh,False
4423,standard,timeqa_split_hard_train,/wiki/German_submarine_U-66_(1940)#P4791_hard_2,Who commanded German submarine U-66 (1940) after Mar 1948?,Unknown,Kapitänleutnant Friedrich Markworth,<answer> Kapitänleutnant Friedrich Markworth </answer>,True
4424,standard,timeqa_split_hard_train,"/wiki/Stafford_Northcote,_1st_Earl_of_Iddesleigh#P39_hard_3","Which position did Stafford Northcote, 1st Earl of Iddesleigh hold between Aug 1868 and Sep 1868?",Unknown,President of the Board of Trade,<answer> President of the Board of Trade </answer>,True
4425,standard,timeqa_split_hard_train,/wiki/Brennan_Dickenson#P54_hard_1,Which team did Brennan Dickenson play for between Mar 2013 and Apr 2013?,Brighton & Hove Albion,Brighton & Hove Albion,<answer> Brighton & Hove Albion </answer>,True
4426,standard,timeqa_split_hard_train,/wiki/Will_Atkinson#P54_hard_0,Which team did the player Will Atkinson belong to between Oct 2008 and Nov 2008?,Hull City,,Hull City,False
4427,standard,timeqa_split_hard_train,/wiki/Gareth_Southgate#P54_hard_5,Which team did the player Gareth Southgate belong to between Jul 2003 and Oct 2003?,Middlesbrough,,Middlesbrough,False
4428,standard,timeqa_split_hard_train,/wiki/Cliff_Stearns#P69_hard_2,Where was Cliff Stearns educated between Jun 1949 and Aug 1955?,Unknown,Unknown,<answer> Unknown </answer>,True
4429,standard,timeqa_split_hard_train,/wiki/Josu00e9_Joaquu00edn_de_Olmedo#P39_hard_0,What position did Josu00e9 Joaquu00edn de Olmedo take in Dec 1813?,Unknown,President of Ecuador,<answer> President of Ecuador </answer>,True
4430,standard,timeqa_split_hard_train,/wiki/Wheel_of_Fortune_(American_game_show)#P371_hard_1,Wheel of Fortune (American game show) was presented by whom in Dec 1981?,Pat Sajak,Pat Sajak,<answer> Pat Sajak </answer>,True
4431,standard,timeqa_split_hard_train,/wiki/Lancelot_Stirling#P39_hard_3,What position did Lancelot Stirling take in Dec 1899?,Unknown,,member of the South Australian Legislative Council,False
4432,standard,timeqa_split_hard_train,/wiki/Ruth_Kelly#P39_hard_3,What was the position of Ruth Kelly after Feb 2006?,Unknown,Secretary to the Agriculture Minister,<answer> Secretary to the Agriculture Minister </answer>,True
4433,standard,timeqa_split_hard_train,/wiki/Denise_Nicholas#P26_hard_1,Who was the spouse of Denise Nicholas between Jul 1973 and Aug 1973?,Bill Withers,,Bill Withers,False
4434,standard,timeqa_split_hard_train,/wiki/Julio_Cu00e9sar_de_Leu00f3n#P54_hard_2,Which team did the player Julio Cu00e9sar de Leu00f3n belong to in Apr 2007?,Genoa,Genoa,<answer> Genoa </answer>,True
4435,standard,timeqa_split_hard_train,/wiki/Augusto_Riboty#P39_hard_2,Augusto Riboty took which position between Nov 1870 and Nov 1870?,Unknown,Minister of the Navy,<answer> Minister of the Navy </answer>,True
4436,standard,timeqa_split_hard_train,/wiki/Lapland_Ranger_Regiment#P4791_hard_3,Who was the commander of Lapland Ranger Regiment between Oct 1994 and Sep 1996?,Bju00f6rn Lundquist,Bju00f6rn Lundquist,<answer> Bju00f6rn Lundquist </answer>,True
4437,standard,timeqa_split_hard_train,/wiki/Cristian_Battocchio#P54_hard_0,Which team did Cristian Battocchio play for before Aug 2011?,Udinese,,Udinese,False
4438,standard,timeqa_split_hard_train,/wiki/Declan_Devine#P54_hard_2,Which team did the player Declan Devine belong to between Dec 1996 and 1997?,Derry City,,Derry City,False
4439,standard,timeqa_split_hard_train,/wiki/Edgar_Davids#P54_hard_4,Which team did the player Edgar Davids belong to in Oct 2006?,Tottenham Hotspur,Tottenham Hotspur,<answer> Tottenham Hotspur </answer>,True
4440,standard,timeqa_split_hard_train,/wiki/Swedish_Football_Association#P641_hard_0,What sport did Swedish Football Association participate between Jun 1920 and Apr 1921?,football,football,<answer> football </answer>,True
4441,standard,timeqa_split_hard_train,/wiki/u00c1kos_Buzsu00e1ky#P54_hard_1,Which team did the player u00c1kos Buzsu00e1ky belong to between Jun 2002 and Nov 2002?,Porto,MTK Budapest,<answer> MTK Budapest </answer>,True
4442,standard,timeqa_split_hard_train,/wiki/Jake_Sedgemore#P54_hard_6,Which team did Jake Sedgemore play for in Nov 2011?,AFC Wulfrunians,AFC Wulfrunians,<answer> AFC Wulfrunians </answer>,True
4443,standard,timeqa_split_hard_train,/wiki/David_I._Walsh#P39_hard_3,What was the position of David I. Walsh between Jun 1930 and Dec 1940?,elected as a Democrat to the United States Senate,Lieutenant Governor of Massachusetts,<answer> Lieutenant Governor of Massachusetts </answer>,True
4444,standard,timeqa_split_hard_train,/wiki/Friedrich_Kohlrausch_(physicist)#P463_hard_3,What organization or association or team did Friedrich Kohlrausch (physicist) join in 1901?,Unknown,,Royal Swedish Academy of Sciences,False
4445,standard,timeqa_split_hard_train,/wiki/Lucy_Wills#P69_hard_0,Who did Lucy Wills work for between Nov 1923 and Apr 1925?,Royal Free Hospital,the Royal Free Hospital,<answer> the Royal Free Hospital </answer>,True
4446,standard,timeqa_split_hard_train,/wiki/Dries_van_Agt#P39_hard_2,Dries van Agt took which position in late 1970s?,Prime Minister of the Netherlands,Deputy Prime Minister,<answer> Deputy Prime Minister </answer>,True
4447,standard,timeqa_split_hard_train,/wiki/Houston_Rockets#P127_hard_2,Who was the owner of Houston Rockets in Jan 2016?,Golden State Warriors Leslie Alexander,,Leslie Alexander,False
4448,standard,timeqa_split_hard_train,/wiki/Borys_Paton#P463_hard_6,What organization or association or team did Borys Paton join in 1994?,Unknown,Unknown,<answer> Unknown </answer>,True
4449,standard,timeqa_split_hard_train,/wiki/Douglas_McBain#P54_hard_2,Which team did Douglas McBain play for in Apr 1947?,Queens Park,Queens Park,<answer> Queens Park </answer>,True
4450,standard,timeqa_split_hard_train,/wiki/Anna_Rudolf#P2962_hard_1,Which title was conferred to Anna Rudolf in 2008?,WGM,WGM,<answer> WGM </answer>,True
4451,standard,timeqa_split_hard_train,/wiki/Andries_Hudde#P39_hard_1,Which position did Andries Hudde hold in Nov 1642?,Surveyor General,commissary,<answer> commissary </answer>,True
4452,standard,timeqa_split_hard_train,/wiki/Agnes_Chow#P27_hard_3,What was the nationality of Agnes Chow in 2017?,Hong Kong British,"Hong Kong, British","<answer> Hong Kong, British </answer>",True
4453,standard,timeqa_split_hard_train,/wiki/Victor_Mansaray#P551_hard_1,Where did Victor Mansaray live in late 1990s?,Unknown,Sierra Leone,<answer> Sierra Leone </answer>,True
4454,standard,timeqa_split_hard_train,/wiki/Damian_Collins#P39_hard_2,What was the position of Damian Collins in Aug 2019?,"Digital,Culture,Media and Sport Select Committee Chair of the Culture,Media and Sport select committee","Chair of the Culture, Media and Sport select committee","<answer> Chair of the Culture, Media and Sport select committee </answer>",True
4455,standard,timeqa_split_hard_train,/wiki/Frits_Korthals_Altes#P39_hard_0,Frits Korthals Altes took which position in Mar 1982?,Member of the Senate,Member of the Senate,<answer> Member of the Senate </answer>,True
4456,standard,timeqa_split_hard_train,/wiki/Julia_Cagu00e9#P69_hard_0,Which school did Julia Cagu00e9 go to before Nov 2004?,Unknown,École normale supérieure of Paris,<answer> École normale supérieure of Paris </answer>,True
4457,standard,timeqa_split_hard_train,/wiki/Terry_Mills_(Australian_politician)#P39_hard_1,What position did Terry Mills (Australian politician) take between Jul 2013 and Sep 2013?,Chief Minister of the Northern Territory,,Northern Territory Legislative Assembly,False
4458,standard,timeqa_split_hard_train,/wiki/Javier_Hernu00e1ndez#P54_hard_5,Which team did Javier Hernu00e1ndez play for between Dec 2017 and Aug 2018?,West Ham United,West Ham United,<answer> West Ham United </answer>,True
4459,standard,timeqa_split_hard_train,/wiki/Gleison_Santos#P54_hard_0,Gleison Santos played for which team before Dec 2000?,Unknown,Unknown,<answer> Unknown </answer>,True
4460,standard,timeqa_split_hard_train,/wiki/David_Bonior#P69_hard_0,Which school did David Bonior go to between Jan 1962 and Nov 1962?,Notre Dame High School,,Notre Dame High School,False
4461,standard,timeqa_split_hard_train,/wiki/Lawrence_R._Heaney#P108_hard_4,Who did Lawrence R. Heaney work for in Nov 1986?,Smithsonian Institution,Smithsonian Institution,<answer> Smithsonian Institution </answer>,True
4462,standard,timeqa_split_hard_train,"/wiki/Alex_Dyer_(footballer,_born_1965)#P54_hard_5","Which team did Alex Dyer (footballer, born 1965) play for in Feb 1997?",Huddersfield Town,F.C. Maia,<answer> F.C. Maia </answer>,True
4463,standard,timeqa_split_hard_train,/wiki/New_South_Wales_C38_class_locomotive#P176_hard_2,What manufactured New South Wales C38 class locomotive between Aug 1957 and Jun 1958?,Unknown,,Clyde Engineering,False
4464,standard,timeqa_split_hard_train,/wiki/Eugene_Lyons#P108_hard_2,Who did Eugene Lyons work for between Dec 1940 and Feb 1943?,American Mercury,United Press,<answer> United Press </answer>,True
4465,standard,timeqa_split_hard_train,/wiki/Ru00fcsselsheim_am_Main#P6_hard_3,Who was the head of Ru00fcsselsheim am Main between Nov 1998 and Dec 1998?,"Ottilia Geschka,CDU",Ottilia Geschka,<answer> Ottilia Geschka </answer>,True
4466,standard,timeqa_split_hard_train,/wiki/Frank_B._Wynn#P69_hard_0,Which school did Frank B. Wynn go to before Jun 1882?,DePauw University,,DePauw University,False
4467,standard,timeqa_split_hard_train,/wiki/Eerik-Niiles_Kross#P39_hard_2,What position did Eerik-Niiles Kross take in Sep 2019?,Unknown,Parliament,<answer> Parliament </answer>,True
4468,standard,timeqa_split_hard_train,/wiki/David_Raven_(footballer)#P54_hard_3,Which team did the player David Raven (footballer) belong to between Dec 2011 and Dec 2011?,Tranmere Rovers,Tranmere Rovers,<answer> Tranmere Rovers </answer>,True
4469,standard,timeqa_split_hard_train,/wiki/Milan_Metro_Line_3#P559_hard_3,What was the terminus of Milan Metro Line 3 between Apr 1999 and Apr 2002?,San Donato Zara,San Donato,<answer> San Donato </answer>,True
4470,standard,timeqa_split_hard_train,/wiki/Joseph_Nane#P54_hard_0,Which team did Joseph Nane play for in Aug 2007?,Hampton Roads Piranhas,Hampton Roads Piranhas,<answer> Hampton Roads Piranhas </answer>,True
4471,standard,timeqa_split_hard_train,/wiki/Terry_Branstad#P39_hard_2,What position did Terry Branstad take in late 1980s?,governor of Iowa,governor of Iowa,<answer> governor of Iowa </answer>,True
4472,standard,timeqa_split_hard_train,/wiki/Marco_Silvestri#P54_hard_3,Which team did Marco Silvestri play for between Nov 2012 and Dec 2012?,Padova,Padova,<answer> Padova </answer>,True
4473,standard,timeqa_split_hard_train,/wiki/Dean_McDonald#P54_hard_0,Which team did Dean McDonald play for before Dec 2005?,Ipswich Town,Ipswich Town,<answer> Ipswich Town </answer>,True
4474,standard,timeqa_split_hard_train,/wiki/Adriu00e1n_Aldrete#P54_hard_0,Adriu00e1n Aldrete played for which team before Aug 2005?,Monarcas Morelia,Monarcas Morelia,<answer> Monarcas Morelia </answer>,True
4475,standard,timeqa_split_hard_train,/wiki/Bouna_Coundoul#P54_hard_0,Which team did the player Bouna Coundoul belong to before Jun 2005?,Colorado Rapids,Colorado Rapids,<answer> Colorado Rapids </answer>,True
4476,standard,timeqa_split_hard_train,/wiki/Surin_Pitsuwan#P39_hard_2,What was the position of Surin Pitsuwan in Apr 2001?,Unknown,Assistant Secretary to the Minister of Interior,<answer> Assistant Secretary to the Minister of Interior </answer>,True
4477,standard,timeqa_split_hard_train,/wiki/Alan_Williams_(Swansea_West_MP)#P39_hard_5,What was the position of Alan Williams (Swansea West MP) in Mar 2004?,Member of Parliament,Member of Parliament,<answer> Member of Parliament </answer>,True
4478,standard,timeqa_split_hard_train,/wiki/Ernest_Blackie#P39_hard_2,Which position did Ernest Blackie hold between Apr 1936 and Jul 1936?,Bishop of Grimsby Archdeacon of Stow,Archdeacon of Stow,<answer> Archdeacon of Stow </answer>,True
4479,standard,timeqa_split_hard_train,/wiki/Northern_Illinois_University#P1448_hard_3,What was the official name of Northern Illinois University in Dec 1957?,Northern Illinois University,Northern Illinois University,<answer> Northern Illinois University </answer>,True
4480,standard,timeqa_split_hard_train,/wiki/London_Fire_Brigade#P749_hard_3,Which organization owned London Fire Brigade in Jan 1997?,London Fire and Civil Defence Authority,London County Council,<answer> London County Council </answer>,True
4481,standard,timeqa_split_hard_train,/wiki/USA_Sevens#P276_hard_1,Where was USA Sevens taking place between Sep 2007 and Aug 2008?,Petco Park,Petco Park,<answer> Petco Park </answer>,True
4482,standard,timeqa_split_hard_train,/wiki/Makis_Voridis#P39_hard_0,Which party was Makis Voridis a member of before Aug 2001?,Hellenic Front,,New Democracy,False
4483,standard,timeqa_split_hard_train,/wiki/Stefan_Leitl#P54_hard_0,Stefan Leitl played for which team in Sep 1995?,reserve,SV Lohhof,<answer> SV Lohhof </answer>,True
4484,standard,timeqa_split_hard_train,/wiki/HMS_Warrior_(R31)#P8047_hard_0,What was the operator of HMS Warrior (R31) before May 1947?,Royal Canadian Navy,United Kingdom,<answer> United Kingdom </answer>,True
4485,standard,timeqa_split_hard_train,/wiki/Dongfeng_Automobile_Company#P127_hard_1,Dongfeng Automobile Company was owned by whom between Feb 2001 and Oct 2001?,Dongfeng Motor Corporation,,Dongfeng Motor Corporation,False
4486,standard,timeqa_split_hard_train,/wiki/Allington_Castle#P127_hard_0,Who was the owner of Allington Castle between Feb 1527 and Jun 1534?,Henry Wyatt,Henry Wyatt,<answer> Henry Wyatt </answer>,True
4487,standard,timeqa_split_hard_train,/wiki/Matt_Sparrow#P54_hard_1,Which team did Matt Sparrow play for in Aug 2010?,Brighton & Hove Albion,Scunthorpe United,<answer> Scunthorpe United </answer>,True
4488,standard,timeqa_split_hard_train,/wiki/Christian_Democratic_Union_of_Germany#P488_hard_2,Who was the chair of Christian Democratic Union of Germany between Jan 1968 and Jun 1968?,Kurt Georg Kiesinger,Kurt Georg Kiesinger,<answer> Kurt Georg Kiesinger </answer>,True
4489,standard,timeqa_split_hard_train,/wiki/L&amp;YR_Class_21#P137_hard_4,What was the operator of L&amp;YR Class 21 in May 1964?,Unknown,British Railways,<answer> British Railways </answer>,True
4490,standard,timeqa_split_hard_train,/wiki/Slim_Keith#P26_hard_0,Who was Slim Keith 's spouse in Oct 1945?,Howard Hawks,,Howard Hawks,False
4491,standard,timeqa_split_hard_train,/wiki/George_Brown_Jr.#P69_hard_0,George Brown Jr. went to which school before Sep 1934?,Holtville Union High School,,Holtville Union High School,False
4492,standard,timeqa_split_hard_train,/wiki/Club_of_Rome#P488_hard_2,Who was the chair of Club of Rome after Feb 2018?,Mamphela Ramphele,Mamphela Ramphele,<answer> Mamphela Ramphele </answer>,True
4493,standard,timeqa_split_hard_train,/wiki/Herbert_Reul#P39_hard_1,What was the position of Herbert Reul after Apr 2017?,State Minister for Internal Affairs,,State Minister for Internal Affairs,False
